视频名称,up主,播放量,评论数,收藏数,点赞数,投币数,分享数,发布地点,发布时间,视频时长,推荐理由,BV号
成为老实人后，才理解为什么大爷爱骂营业厅了。,NBzhuoc大,159190,548,2684,20048,5673,422,浙江,1712737063,443,很多人点赞,BV1vZ421e7xe
一口气看完海贼王“故事时间线”！完整回顾海贼王5000年故事，传奇强者奋斗史诗，伟大航路波澜壮阔！,动漫作业本,224951,1013,6646,17457,12646,1253,福建,1712720825,2340,,BV1hJ4m1V7PG
【名利场】女优们的报复,摩尔家陈泰山,175806,571,3083,7099,1860,897,上海,1712663604,694,,BV1Zz421y7rL
人生靠疯，靠孤注一掷,你的陈星越,150143,83,1981,23967,3279,275,上海,1712741251,112,短片·人气飙升,BV15D421s7PG
《谢天谢帝》官方MV 诺米么lodmemo,诺米么lodmemo126,437402,639,3046,21421,4943,3330,湖南,1712634865,208,,BV1eA4m1F7LC
没有技巧，全是感情,敲叶壳,837582,185,6899,88556,1226,1275,重庆,1712633025,30,8万点赞,BV14F4m1K7ew
辞职创业6年，极速拍档经历了什么？,极速拍档,1056967,6846,11414,74843,47090,2959,广东,1712631600,1105,7万点赞,BV1o1421m7C9
判了！漫威征服者康演员判决落定！但他的事业已经被判了死刑,努力的Lorre,1191833,4190,3059,41365,885,1738,北京,1712655165,384,,BV17M4m197uE
关于“00后实习生勇闯电子行业，意外成为运营”这件事,YXC扬兴科技,203778,56,789,41819,3570,102,广东,1712651400,96,科工机械·人气飙升,BV1ut421H72P
婚礼哪些仪式可以取消？【我：全部取消】,康哟喂,1252866,3905,26283,114548,84763,12928,中国台湾,1712570400,762,百万播放,BV11t421E7tF
朋友们，这次在泰国吃生腌翻车了……,JASON刘雨鑫,576571,322,1244,39950,528,2135,北京,1712656922,95,,BV1nm42177bm
“我在5:20睡觉，13:14准时起来吹唢呐”,浑元Rysn,198483,176,2282,24610,1988,844,上海,1712726040,145,演奏·人气飙升,BV1Sp421y7et
FPS枪都穿模了！量子优化技术！量子力学在游戏开发中的应用,小猴哥TA,1409991,189,5502,63259,1168,283,上海,1712652216,78,,BV1zz421y7ex
有人知道《吃不饱三战士》和《练不完三战士》什么关系么？,李炮炮儿,2019519,935,6720,190063,2094,1838,辽宁,1712560225,174,,BV1nC41157oG
好多手艺，学不过来了！都是三十年以上的功力哦～,永琪吗,579129,1495,5749,104167,53522,1356,重庆,1712646367,366,10万点赞,BV1Uz421y7nu
一起感受一下，400米障碍跑一镜到底！,中国青年报,355754,329,2717,68183,1000,652,,1712650040,96,6万点赞,BV1vC41157wc
文化输出～一眼万年,Sunny__L__,358611,205,3561,72850,883,4010,广东,1712712708,31,6万点赞,BV1oC411V7H1
【少女焚烧案】以为烧尸灭迹，结果烧一晚上得救存活,郑郑得证,809345,2911,4360,26255,949,497,江苏,1712636000,592,,BV19m411q7De
在 5:20 睡 觉 13:14 超 度 你！,M_SX,368923,345,9139,40716,5423,4286,云南,1712636944,98,,BV14A4m1F7fh
汤姆的梦中情猫之～白色优雅图多盖洛～,紫菜蛋花兔兔,559868,335,4738,64900,805,6078,广东,1712689080,16,5万点赞,BV1Wm41167z7
【大学老师推荐】懒人必用的AI工具｜再也不用亲自做PPT和备课了！科技摸鱼～,糖果果的未来要发光,210436,184,27284,14788,6552,4976,湖北,1712657009,294,,BV12E421M7et
【半佛】胖东来不出河南，真的聪明,硬核的半佛仙人,302088,328,2450,17662,1193,439,浙江,1712739600,554,,BV13r42147d7
那你应该很幸福吧,在在在这里啊,299400,627,2964,65225,26782,197,浙江,1712543959,143,6万点赞,BV1Ep42197m9
挑战在闺蜜婚礼上跳Queencard！！,兔总裁s,493915,461,8998,33416,1407,551,天津,1712637000,153,,BV1G1421o7Po
《蔚蓝档案The Animation》第1话：阿拜多斯高等学院停办对策委员会,蔚蓝档案,1286786,27646,66718,126906,95349,35983,上海,1712503800,1421,百万播放,BV1cZ421B7EF
爽唱了《Bling-Bang-Bang-Born》顺便还健了个身！,鹿火CAVY,569569,377,10310,46811,8683,1056,上海,1712653200,91,翻唱·人气飙升,BV1RC411V7PG
俺是河南嘞！河南洛阳嘞【5：20AM】阿梓,阿梓从小就很可爱,2639258,2429,54947,119511,67936,43812,上海,1712203200,159,百万播放,BV1dZ421q7tb
草 坪 最 害 怕 的 一 集,萝太永不破防,441411,1117,6460,47677,1923,1133,福建,1712678598,409,很多人点赞,BV11p42197ya
恐怖的竞业协议：互联网大厂在“吃人”,知危编辑部,741630,8833,19550,50077,36626,15619,浙江,1712571570,1089,1万分享,BV1up42197mh
“被压制的那个好像不是我啊！”,二代二代,193985,229,3583,11688,4250,108,广东,1712636309,224,,BV1kx421U7mz
【5：20AM】俺是河南嘞！！,铃乃Chan,466222,353,7897,32687,7506,3460,广东,1712633400,157,,BV1wx4y1e7a8
《我爱发明》里最解乏的发明 将后背抛成镜面！,沫子瞪片,197539,1217,1694,15354,1332,265,河北,1712736900,713,很多人点赞,BV1ym411z7eS
RNG的问题出在哪？给夏季赛定个目标？快看起来！,朱开KenZhu88,340834,1127,1468,16008,3826,1621,上海,1712667936,590,,BV1ED421s7su
如何把五千年的东方文化装进一个盒子里？,南翔不爱吃饭,7891565,8063,249948,407510,342010,7137,江苏,1712207735,378,百万播放,BV1Br42147ZA
结婚4年，我们又做回了同学…,狂阿弥_,1858941,2693,25967,85019,62170,12352,广东,1712309529,982,百万播放,BV1gC411L7Q5
《那场同居毁了我的纯爱梦》,妍妍酱的一天,796437,11583,6629,24658,3824,5830,陕西,1712564894,2323,大家都在搜,BV1vC41157j2
两场比赛狂进10球！传控和反击的极致对抗！皇马3-3曼城，阿森纳2-2拜仁！,隔壁红魔,365806,2187,1410,20747,5453,1042,广东,1712700537,475,,BV1oD421W7dZ
压上全部筹码！成本最大的一集！随机爆氪挑战#3,一叮当猫一,732251,165,2086,19408,10145,197,湖北,1712586487,476,,BV1XM4m1Q7TW
医生遇见的奇葩过敏经历！「几乎对所有东西过敏」还有救吗？,大物是也,188127,1647,1573,12409,2838,1404,北京,1712743200,1298,,BV1Bx4y1Y7ZN
房车将“鸣笛”，快记住暗号【416】！,出发吧麦芬,318452,40,2830,24662,2512,835,上海,1712628000,94,,BV1fK421h7NW
第235道菜: 可露丽 法国宝藏甜点 历经验证的完美配方和做法,Elin造梦想的厨房,307703,178,17250,33743,2748,1601,上海,1712635456,415,,BV1SZ421i7vh
穿中山装，镇压一切邪恶。你们要的中山装铁子们。,卖蛋糕的可爱杨,755759,626,7231,91969,1686,2026,云南,1712636734,23,8万点赞,BV18p42197eh
“老东西，我们走了以后也要保持童心噢”,自动鬼畜中的WZ,437379,1259,26162,70030,41718,4013,江苏,1712376000,205,6万点赞,BV17x421U7QH
想学五角星今天就来教小朋友们编嘛，学会了还是发来看看哦,爷爷的那些手艺,137819,465,14643,76179,22916,327,重庆,1712550496,824,7万点赞,BV1SE421M79G
越优秀的人越努力,余帅的名校行,3552135,0,19114,122681,5267,7326,浙江,1712334806,110,百万播放,BV1fA4m1A77U
广州,MOJi辞書,698970,7004,10640,21338,2300,18241,广东,1712600783,914,1万分享,BV1wE42137Qu
好莱坞真学霸的含金量！这大姐真是神经生物学博士啊！,电影冷知识,207120,526,1665,27345,678,116,吉林,1712733425,241,影视杂谈·人气飙升,BV1uA4m1F7aF
网文“癫狂”时代开启，中原五白落幕，中原五绝能否再创网文巅峰？,网络小说排行榜,372647,1900,5290,15463,1601,464,江苏,1712656610,642,,BV1Xq421F7i5
当办公室有个显小的老师,潇潇学姐lady,1543305,105,3543,132565,525,132,黑龙江,1712658714,63,,BV1RK421h7z6
手撕保险柜、拳打霸道黑帮！一拳刑警超燃回归，再次破票房纪录！《犯罪都市3》,阿斗归来了,1007319,4650,6655,54832,18027,931,湖北,1712570390,1413,5万点赞,BV1VJ4m1L7AH
权限狗网瘾戒除计划（3）,csd777,235992,700,3648,27436,18517,358,湖北,1712668347,412,很多人点赞,BV1ip42197LL
巩哥吃黄连……,老冯的一天,263142,95,734,33600,920,226,天津,1712656830,88,,BV1Vt421J7ks
魔兽世界国服夏季上线？炉石守望星际风暴何时回归？一个视频解答你的疑问！,夏一可,257086,2587,1103,12773,3169,3250,上海,1712723954,453,,BV1Fm421E7mB
西双版纳拇指玉米 —— 一年四季都有的软糯香甜【滇西小哥】,滇西小哥,116093,1062,1391,13387,7184,277,云南,1712743200,1038,田园美食·人气飙升,BV12A4m1w7Uy
一个异火卖3000？不如改名叫斗破钱包：三年死肝！,林虎_LinHu,466355,608,2027,18519,3373,538,湖北,1712654100,410,,BV17m4116765
《破戒！爽！》,伤心欲茄222,1048113,978,7025,149072,1904,2840,辽宁,1712656124,72,百万播放,BV1bF4m1K7YJ
《蔚蓝档案The Animation》片头曲 - 青春档案,蔚蓝档案,149843,343,10261,26428,8425,1803,上海,1712718000,91,,BV1TZ421q7Qv
《重生之我在霸总短剧里当保姆9》王妈外出打工记,七颗猩猩QKXX,2815955,7061,23111,253935,9920,9129,湖北,1712481985,272,百万播放,BV1SZ421e7hL
霸总的她回来了！,派小轩,1357756,1206,5796,149233,6354,1848,北京,1712569650,135,,BV1Am411B7UQ
“最后一波这一刀居合 又是多少橘右京玩家的梦”,北古橘右京,875158,329,2408,37774,603,516,广东,1712466826,137,,BV1qq421F7s1
学了五年动画 3D还原猫和老鼠,我有个动画师朋友,1107433,2138,13310,90469,7073,11812,福建,1712385902,249,百万播放,BV16Z421e73k
在“贫穷”的尼泊尔消费1000元，一路体验相当刺激,蕾儿乔什看世界,96854,3307,1722,10278,9188,629,尼泊尔,1712742911,2440,,BV1ym42177Hy
暴雪回归，今天属于你,走路摇ZLY,391335,75,7116,33853,1575,1879,浙江,1712735336,13,,BV19z421k7hK
高情商可以，但不能没骨气,这个月-,584177,405,19319,54903,1932,881,上海,1712579243,250,5万点赞,BV1BT421m7MX
⚡我 在 5:20 砍 树，13:14打 狗 熊⚡,消失的四次元口袋,315665,494,9721,23881,9149,979,新疆,1712487840,158,很多人点赞,BV1VK421a7BB
赛博朋克中的巨大谜团：FF 06 B5，突破第四面墙！,太阳游戏百科全说,154399,369,4581,14454,1839,1164,湖北,1712676690,891,,BV19m4217761
“我在5:20睡觉13:14准时起！”,深夜摆烂者,152698,252,6908,16430,6685,403,河南,1712545220,156,,BV14q421F7rN
“这便是他在科幻圈封神的原因！”,wrizedm,371635,201,4008,22532,1405,180,北京,1712498299,158,,BV1zM4m197Ny
骗过车机！纯视觉的特斯拉，眼神真的不太好！我自己是不敢用AP了,下尺报告,233871,1737,3181,12709,7796,1375,浙江,1712586120,862,,BV191421m7zx
神 威 难 藏 泪,安静君,230301,226,3857,29625,2841,3636,山东,1712724206,41,很多人点赞,BV1Nx421m7BS
【崩坏星穹铁道】星铁钟离？首位限定盾辅！砂金值不值得抽？光锥 配队 遗器 材料 技能 命运从未公平,梦轩dada,159664,795,1466,10037,2930,891,浙江,1712721900,1126,,BV1zA4m1w71Y
这才是吃猪蹄的天花板，先卤后涮，泼上满满的麻酱，美,胖龙的小生活,575040,2608,1307,25047,4704,714,河南,1712655000,588,,BV1Rm411z7xg
我好像整了个水滴，大家注意闪避！,皮卡悠,1092005,2343,12697,82855,11000,1629,广东,1712491500,452,8万点赞,BV1nZ421B7He
抛弃Lisa，设计师要去香奈儿？富家千金上演回家的诱惑？深度解析【Celine思琳2024秋冬成衣秀】,AHALOLO,182161,1113,1249,10835,2925,169,意大利,1712725200,821,,BV14Z421i7vk
刻在骨子里的爱国从不会因为年代而消失，拳拳赤子心，悠悠桑梓情,李维刚的日常,1840322,1985,21770,331674,75081,1962,广东,1712394007,262,百万播放,BV19D42157Ek
小兄弟你科幻片看太多了吧？,马哥巨离谱,211525,350,775,21092,3493,632,广东,1712747521,84,,BV1Nz42117GX
这是一期Q&A,临时工小陈,662376,1748,2398,38466,3535,166,浙江,1712634613,290,,BV11A4m1w7LQ
脑力工作者的3种累&3种较佳的休息方式,YouCore官方,167210,261,8557,4784,2094,2044,河南,1712655333,478,,BV14M4m197t2
如何让摄影机消失在电影的镜子里,尽整没用的,364842,857,11696,15246,1451,1034,湖北,1712633700,785,,BV1L1421o7VN
老公用自己钱换键盘把老婆气哭了？看看心理学博士怎么分析,李博士和他的朋友们,525182,6288,4237,15581,2613,5527,浙江,1712573085,770,,BV1SE421M7fs
小狗可能也想赌一把，今天抱着的这两个人会带它走吗？,油条不拆家,742169,444,6338,122930,89462,1956,河南,1712575956,135,12万点赞,BV1Cp421y7dj
第一次喊有点害羞了,小姜不辣哈,1532367,1589,7395,149908,3471,3386,山东,1712576893,46,,BV1Nm421E7vh
好险 差点去朝鲜了,侯翠翠,173960,756,715,12354,2274,419,辽宁,1712719800,435,出行·人气飙升,BV1Px421S7sD
童年爆款苦情神剧《我的丑娘》！很好哭，但也很好笑...,虫哥说电影,407418,7818,2819,20448,4009,1914,江苏,1712654400,1478,,BV1fC411V7BA
赶紧跟咱妈妈说，立刻马上不要拖。,李汎的健身日志,1122576,253,44401,104860,4160,8536,福建,1712585309,79,百万播放,BV1Qp421y7CS
流浪汉住上电竞豪华公寓，过上了真正的牛总生活。,浪仔小牛,876610,7431,3159,37559,27890,1930,浙江,1712501828,1120,,BV1mx4y1Y7EL
玉帝，玉帝，我要diss你⚡,MG-AUG-1211,339053,180,2645,17469,3774,3100,河南,1712458800,114,,BV12t421J7Dm
“在大家心中，杰伦最火的歌曲又是哪一首呢？”,周董FM官方音樂电台,1134940,1897,12371,119135,3454,1538,福建,1712301155,279,百万播放,BV1gC411L7mx
第一次粉丝面基，秒变社恐小王！,老王在中国,95729,1245,786,11155,4121,283,四川,1712749524,851,,BV131421m7yj
从开放世界到UGC玩法，宛如手游版GTA ——《极品飞车：集结》新PV解读,籽岷,345997,77,1517,27001,692,78,上海,1712659500,231,,BV18p42197hf
探秘潮汕美食宇宙！中国最新鲜火锅，10盘牛肉吃过瘾！,食贫道,514300,7832,6178,35034,13363,5714,山东,1712658600,1961,美食侦探·人气飙升,BV16z421y7ux
乐评新游 归龙潮三测 越改越糟 尬穿地球 建议重新打磨,东方寒兔,109153,1256,1276,12311,3649,1697,北京,1712741741,878,,BV11m42177WU
记录一下我们改造300年乾隆年间荒废小院的过程！,逃源a,292455,772,3294,30572,5563,550,福建,1712543952,266,很多人点赞,BV1dp421y7Vv
“节奏大师”,亚撒西の士道,1526930,286,70401,250052,17998,9043,云南,1712410061,17,百万播放,BV1BH4y1n7Mn
秽土转生斑,安静君,612207,525,10581,73482,1726,6998,山东,1712213659,43,6万点赞,BV1yq421w7gT
俄罗斯人名字里“诺夫”和“斯基”究竟是什么意思？,俄罗斯导游阿杜,371276,837,5179,48565,924,381,俄罗斯,1712628300,101,人文历史·人气飙升,BV1cE421u78X
见到主人的那一瞬间就像个找到家的小孩子…第一次见识到网络的力量，4个小时找到主人,油条不拆家,582322,396,5560,124801,40634,1580,河南,1712621874,110,12万点赞,BV1yE421M7WS
【上古神战】来自2012年的武林高手对决，恐怖如斯！,-超级小能猫-,185907,405,4341,26454,1237,960,海南,1712665972,169,搞笑·人气飙升,BV1Hm411B7Cc
奶奶第一次见美国亲家，忍不住哭了：希望你们把他当亲儿子！,田纳西Jay和Ari,480407,3536,2631,28443,10376,568,河南,1712630740,950,,BV1FZ421v7oh
市值暴跌50亿！资本撤场，口碑崩塌，百果园为什么卖不动了？,财经不眠姐,379901,1480,1474,14734,689,1005,广东,1712659056,589,,BV1Er42147vo
终于知道为什么有人戴假发那么逼真了，这么多道具这么多工序，都精致到每一根头发丝了,YouTube精彩视频-,4134113,777,11519,189366,717,1558,湖南,1712299907,78,,BV1Aj421R7yK
我的课题跟我不亲,迂磨二公子,255177,76,606,30898,712,123,广东,1712741002,71,,BV1gx421S7SZ
《想带你去迪士尼》,KnowKnow,166845,299,1017,6793,1726,5708,四川,1712678437,153,很多人分享,BV16x421U7SN
最强葫芦七圣人1-999集尊享版,叶良辰MVP,2113247,837,149677,18911,6574,679,山东,1712287479,3705,,BV1Jt421n7fM
如何看待网络热门视频“吃到去世十年爷爷种的韭菜”？【主播说三农】,央视农业,359412,425,1139,45806,1083,402,,1712669720,142,,BV1jE421u7js
如何给大佬设局，中间的操作直接封神 处处算计，暗藏对人性的精准把握,懂一点人情世故,543842,229,5571,66775,778,279,广东,1712560887,246,6万点赞,BV1Dz421k7CB
鱼香茄子土豆牛肉黑椒肠坛子肉拌饭,巨爱吃的周黑鸭,656700,671,3319,57896,1289,1743,北京,1712571244,265,5万点赞,BV1Qz421k7Lt
红警密密麻麻的飞行兵！简直不要太恐怖了！,红警HBK08,252669,1417,635,16916,1677,103,江西,1712707200,719,,BV1uH4y1M7ng
【warma】诶，你有没有听见花在说话？,Warma,1462355,766,33837,125205,37307,3508,云南,1712566800,201,12万点赞,BV1PZ421q7VF
【奥运冠军的脊医博士后】腰突出了不要怕 硬核3招有效,脊医博士鹏哥,464237,220,17713,24678,4512,4979,上海,1712572938,602,,BV1zE421M72Q
奥特曼申请出转,-宋瑶,2123040,2143,26753,181242,22584,48615,北京,1712408330,68,百万播放,BV18T421m7L9
爆肝40天120000字，挑战全网最细唐人街探案宇宙全系列！希望有500收藏就行,不善言辞的秃秃,165685,940,9225,11837,9155,506,广东,1712634900,33565,影视杂谈·人气飙升,BV1LJ4m1L7Xf
【炸弹人】这些诡异画面你都见过吗——这游戏竟有这么多秘密,游戏漫聊,187285,2059,2037,8794,3010,413,吉林,1712664321,897,,BV1H1421m71Q
快接一波健康，发财，上岸！,_张天琪,754682,4196,6323,133320,25758,326,四川,1712579208,188,13万点赞,BV1KM4m1Q7eA
现场观看皇马3-3曼城神仙比赛太精彩了！简直欧洲德比！,汉青书半霍去病,311498,3447,837,6673,1088,390,西班牙,1712723177,623,,BV1Fx421S7kf
有多少boss能战胜“最佳演出Boss”称号的教条？,我是谁压实度,140524,296,2231,12663,7330,169,江苏,1712717313,574,很多人点赞,BV1wD421s7D3
耗时40天用牛骨和竹子，做套“竹骨麻将”是什么体验？,苗大冬,254656,910,1298,14609,10324,326,河南,1712653200,283,,BV1np42197cU
