视频名称,up主,播放量,评论数,收藏数,点赞数,投币数,分享数,发布地点,发布时间,视频时长,推荐理由,BV号
第235道菜: 可露丽 法国宝藏甜点 历经验证的完美配方和做法,Elin造梦想的厨房,307309,178,17237,33731,2742,1599,上海,1712635456,415,,BV1SZ421i7vh
穿中山装，镇压一切邪恶。你们要的中山装铁子们。,卖蛋糕的可爱杨,755759,626,7228,91932,1686,2025,云南,1712636734,23,8万点赞,BV18p42197eh
“老东西，我们走了以后也要保持童心噢”,自动鬼畜中的WZ,437379,1259,26157,70017,41714,4013,江苏,1712376000,205,6万点赞,BV17x421U7QH
想学五角星今天就来教小朋友们编嘛，学会了还是发来看看哦,爷爷的那些手艺,137819,465,14637,76155,22906,327,重庆,1712550496,824,7万点赞,BV1SE421M79G
越优秀的人越努力,余帅的名校行,3552135,0,19114,122671,5267,7325,浙江,1712334806,110,百万播放,BV1fA4m1A77U
广州,MOJi辞書,698539,7002,10639,21335,2299,18240,广东,1712600783,914,1万分享,BV1wE42137Qu
好莱坞真学霸的含金量！这大姐真是神经生物学博士啊！,电影冷知识,207120,526,1665,27319,678,116,吉林,1712733425,241,影视杂谈·人气飙升,BV1uA4m1F7aF
网文“癫狂”时代开启，中原五白落幕，中原五绝能否再创网文巅峰？,网络小说排行榜,372647,1900,5285,15458,1599,464,江苏,1712656610,642,,BV1Xq421F7i5
当办公室有个显小的老师,潇潇学姐lady,1543305,105,3542,132540,525,132,黑龙江,1712658714,63,,BV1RK421h7z6
手撕保险柜、拳打霸道黑帮！一拳刑警超燃回归，再次破票房纪录！《犯罪都市3》,阿斗归来了,1007319,4650,6652,54822,18023,931,湖北,1712570390,1413,5万点赞,BV1VJ4m1L7AH
权限狗网瘾戒除计划（3）,csd777,235992,700,3647,27422,18509,358,湖北,1712668347,412,很多人点赞,BV1ip42197LL
巩哥吃黄连……,老冯的一天,262244,95,731,33560,920,226,天津,1712656830,88,,BV1Vt421J7ks
魔兽世界国服夏季上线？炉石守望星际风暴何时回归？一个视频解答你的疑问！,夏一可,257086,2587,1102,12772,3167,3249,上海,1712723954,453,,BV1Fm421E7mB
西双版纳拇指玉米 —— 一年四季都有的软糯香甜【滇西小哥】,滇西小哥,116093,1061,1392,13368,7176,277,云南,1712743200,1038,田园美食·人气飙升,BV12A4m1w7Uy
一个异火卖3000？不如改名叫斗破钱包：三年死肝！,林虎_LinHu,466355,608,2027,18517,3373,538,湖北,1712654100,410,,BV17m4116765
《破戒！爽！》,伤心欲茄222,1048113,978,7022,149034,1904,2837,辽宁,1712656124,72,百万播放,BV1bF4m1K7YJ
《蔚蓝档案The Animation》片头曲 - 青春档案,蔚蓝档案,149843,343,10251,26411,8419,1803,上海,1712718000,91,,BV1TZ421q7Qv
《重生之我在霸总短剧里当保姆9》王妈外出打工记,七颗猩猩QKXX,2815955,7061,23111,253930,9920,9128,湖北,1712481985,272,百万播放,BV1SZ421e7hL
霸总的她回来了！,派小轩,1357756,1206,5794,149215,6354,1846,北京,1712569650,135,,BV1Am411B7UQ
“最后一波这一刀居合 又是多少橘右京玩家的梦”,北古橘右京,875158,329,2408,37768,603,516,广东,1712466826,137,,BV1qq421F7s1
学了五年动画 3D还原猫和老鼠,我有个动画师朋友,1107016,2137,13309,90453,7072,11809,福建,1712385902,249,百万播放,BV16Z421e73k
在“贫穷”的尼泊尔消费1000元，一路体验相当刺激,蕾儿乔什看世界,96305,3300,1719,10264,9174,629,尼泊尔,1712742911,2440,,BV1ym42177Hy
暴雪回归，今天属于你,走路摇ZLY,390231,75,7110,33838,1575,1875,浙江,1712735336,13,,BV19z421k7hK
高情商可以，但不能没骨气,这个月-,584177,405,19319,54895,1932,881,上海,1712579243,250,5万点赞,BV1BT421m7MX
⚡我 在 5:20 砍 树，13:14打 狗 熊⚡,消失的四次元口袋,315484,494,9720,23878,9145,979,新疆,1712487840,158,很多人点赞,BV1VK421a7BB
赛博朋克中的巨大谜团：FF 06 B5，突破第四面墙！,太阳游戏百科全说,154399,368,4578,14443,1839,1164,湖北,1712676690,891,,BV19m4217761
“我在5:20睡觉13:14准时起！”,深夜摆烂者,152483,252,6900,16413,6681,402,河南,1712545220,156,,BV14q421F7rN
“这便是他在科幻圈封神的原因！”,wrizedm,371635,201,4001,22520,1405,180,北京,1712498299,158,,BV1zM4m197Ny
骗过车机！纯视觉的特斯拉，眼神真的不太好！我自己是不敢用AP了,下尺报告,233613,1736,3180,12707,7796,1375,浙江,1712586120,862,,BV191421m7zx
神 威 难 藏 泪,安静君,229051,226,3852,29564,2835,3627,山东,1712724206,41,很多人点赞,BV1Nx421m7BS
【崩坏星穹铁道】星铁钟离？首位限定盾辅！砂金值不值得抽？光锥 配队 遗器 材料 技能 命运从未公平,梦轩dada,159664,794,1463,10028,2920,891,浙江,1712721900,1126,,BV1zA4m1w71Y
这才是吃猪蹄的天花板，先卤后涮，泼上满满的麻酱，美,胖龙的小生活,575040,2608,1307,25045,4704,714,河南,1712655000,588,,BV1Rm411z7xg
我好像整了个水滴，大家注意闪避！,皮卡悠,1092005,2343,12696,82849,11000,1629,广东,1712491500,452,8万点赞,BV1nZ421B7He
抛弃Lisa，设计师要去香奈儿？富家千金上演回家的诱惑？深度解析【Celine思琳2024秋冬成衣秀】,AHALOLO,182161,1113,1249,10832,2925,169,意大利,1712725200,821,,BV14Z421i7vk
刻在骨子里的爱国从不会因为年代而消失，拳拳赤子心，悠悠桑梓情,李维刚的日常,1840034,1985,21767,331651,75072,1962,广东,1712394007,262,百万播放,BV19D42157Ek
小兄弟你科幻片看太多了吧？,马哥巨离谱,210864,350,775,21065,3491,630,广东,1712747521,84,,BV1Nz42117GX
这是一期Q&A,临时工小陈,662376,1748,2397,38457,3535,166,浙江,1712634613,290,,BV11A4m1w7LQ
脑力工作者的3种累&3种较佳的休息方式,YouCore官方,166673,261,8547,4773,2087,2042,河南,1712655333,478,,BV14M4m197t2
如何让摄影机消失在电影的镜子里,尽整没用的,364474,856,11694,15239,1450,1034,湖北,1712633700,785,,BV1L1421o7VN
老公用自己钱换键盘把老婆气哭了？看看心理学博士怎么分析,李博士和他的朋友们,524944,6286,4236,15576,2613,5526,浙江,1712573085,770,,BV1SE421M7fs
小狗可能也想赌一把，今天抱着的这两个人会带它走吗？,油条不拆家,742169,444,6338,122923,89458,1956,河南,1712575956,135,12万点赞,BV1Cp421y7dj
第一次喊有点害羞了,小姜不辣哈,1532367,1589,7392,149867,3469,3384,山东,1712576893,46,,BV1Nm421E7vh
好险 差点去朝鲜了,侯翠翠,173960,754,714,12344,2273,419,辽宁,1712719800,435,出行·人气飙升,BV1Px421S7sD
童年爆款苦情神剧《我的丑娘》！很好哭，但也很好笑...,虫哥说电影,407418,7816,2817,20444,4007,1912,江苏,1712654400,1478,,BV1fC411V7BA
赶紧跟咱妈妈说，立刻马上不要拖。,李汎的健身日志,1121864,253,44393,104845,4160,8536,福建,1712585309,79,百万播放,BV1Qp421y7CS
流浪汉住上电竞豪华公寓，过上了真正的牛总生活。,浪仔小牛,876508,7431,3159,37556,27890,1930,浙江,1712501828,1120,,BV1mx4y1Y7EL
玉帝，玉帝，我要diss你⚡,MG-AUG-1211,338750,180,2644,17460,3774,3099,河南,1712458800,114,,BV12t421J7Dm
“在大家心中，杰伦最火的歌曲又是哪一首呢？”,周董FM官方音樂电台,1134940,1897,12368,119126,3454,1538,福建,1712301155,279,百万播放,BV1gC411L7mx
第一次粉丝面基，秒变社恐小王！,老王在中国,95475,1242,784,11139,4113,283,四川,1712749524,851,,BV131421m7yj
从开放世界到UGC玩法，宛如手游版GTA ——《极品飞车：集结》新PV解读,籽岷,345776,77,1517,26990,692,78,上海,1712659500,231,,BV18p42197hf
探秘潮汕美食宇宙！中国最新鲜火锅，10盘牛肉吃过瘾！,食贫道,514300,7832,6178,35030,13356,5714,山东,1712658600,1961,美食侦探·人气飙升,BV16z421y7ux
乐评新游 归龙潮三测 越改越糟 尬穿地球 建议重新打磨,东方寒兔,109153,1254,1276,12307,3648,1697,北京,1712741741,878,,BV11m42177WU
记录一下我们改造300年乾隆年间荒废小院的过程！,逃源a,292198,772,3294,30559,5563,549,福建,1712543952,266,很多人点赞,BV1dp421y7Vv
“节奏大师”,亚撒西の士道,1526126,286,70394,250015,17996,9042,云南,1712410061,17,百万播放,BV1BH4y1n7Mn
秽土转生斑,安静君,612207,525,10576,73443,1726,6990,山东,1712213659,43,6万点赞,BV1yq421w7gT
俄罗斯人名字里“诺夫”和“斯基”究竟是什么意思？,俄罗斯导游阿杜,371276,837,5176,48545,922,381,俄罗斯,1712628300,101,人文历史·人气飙升,BV1cE421u78X
见到主人的那一瞬间就像个找到家的小孩子…第一次见识到网络的力量，4个小时找到主人,油条不拆家,582112,396,5559,124782,40632,1580,河南,1712621874,110,12万点赞,BV1yE421M7WS
【上古神战】来自2012年的武林高手对决，恐怖如斯！,-超级小能猫-,185907,405,4339,26445,1235,960,海南,1712665972,169,搞笑·人气飙升,BV1Hm411B7Cc
奶奶第一次见美国亲家，忍不住哭了：希望你们把他当亲儿子！,田纳西Jay和Ari,480171,3535,2629,28439,10376,568,河南,1712630740,950,,BV1FZ421v7oh
市值暴跌50亿！资本撤场，口碑崩塌，百果园为什么卖不动了？,财经不眠姐,379901,1479,1474,14731,689,1005,广东,1712659056,589,,BV1Er42147vo
终于知道为什么有人戴假发那么逼真了，这么多道具这么多工序，都精致到每一根头发丝了,YouTube精彩视频-,4134113,777,11518,189363,716,1558,湖南,1712299907,78,,BV1Aj421R7yK
我的课题跟我不亲,迂磨二公子,254503,76,607,30872,712,123,广东,1712741002,71,,BV1gx421S7SZ
《想带你去迪士尼》,KnowKnow,166845,299,1017,6790,1725,5705,四川,1712678437,153,很多人分享,BV16x421U7SN
最强葫芦七圣人1-999集尊享版,叶良辰MVP,2113247,837,149676,18909,6574,679,山东,1712287479,3705,,BV1Jt421n7fM
如何看待网络热门视频“吃到去世十年爷爷种的韭菜”？【主播说三农】,央视农业,359412,425,1138,45789,1083,402,,1712669720,142,,BV1jE421u7js
如何给大佬设局，中间的操作直接封神 处处算计，暗藏对人性的精准把握,懂一点人情世故,543842,229,5571,66763,778,279,广东,1712560887,246,6万点赞,BV1Dz421k7CB
鱼香茄子土豆牛肉黑椒肠坛子肉拌饭,巨爱吃的周黑鸭,656439,671,3319,57883,1289,1743,北京,1712571244,265,5万点赞,BV1Qz421k7Lt
红警密密麻麻的飞行兵！简直不要太恐怖了！,红警HBK08,252669,1416,635,16913,1677,103,江西,1712707200,719,,BV1uH4y1M7ng
【warma】诶，你有没有听见花在说话？,Warma,1462355,766,33837,125204,37307,3508,云南,1712566800,201,12万点赞,BV1PZ421q7VF
【奥运冠军的脊医博士后】腰突出了不要怕 硬核3招有效,脊医博士鹏哥,464237,220,17710,24665,4510,4979,上海,1712572938,602,,BV1zE421M72Q
奥特曼申请出转,-宋瑶,2122495,2143,26749,181221,22578,48609,北京,1712408330,68,百万播放,BV18T421m7L9
爆肝40天120000字，挑战全网最细唐人街探案宇宙全系列！希望有500收藏就行,不善言辞的秃秃,165577,940,9222,11834,9155,506,广东,1712634900,33565,影视杂谈·人气飙升,BV1LJ4m1L7Xf
【炸弹人】这些诡异画面你都见过吗——这游戏竟有这么多秘密,游戏漫聊,186958,2059,2033,8789,3008,413,吉林,1712664321,897,,BV1H1421m71Q
快接一波健康，发财，上岸！,_张天琪,754682,4195,6321,133303,25756,326,四川,1712579208,188,13万点赞,BV1KM4m1Q7eA
现场观看皇马3-3曼城神仙比赛太精彩了！简直欧洲德比！,汉青书半霍去病,311247,3447,838,6673,1088,390,西班牙,1712723177,623,,BV1Fx421S7kf
有多少boss能战胜“最佳演出Boss”称号的教条？,我是谁压实度,140294,296,2231,12656,7330,169,江苏,1712717313,574,很多人点赞,BV1wD421s7D3
耗时40天用牛骨和竹子，做套“竹骨麻将”是什么体验？,苗大冬,254416,910,1298,14605,10318,326,河南,1712653200,283,,BV1np42197cU
氪不容缓：集齐4大泰坦怪兽，4种死法你选一个？,著名神经哥,260286,303,4401,23390,5838,296,湖南,1712651078,319,,BV1TD421s7vR
今天模仿的三位女二都是超级女神级别了！斗胆模仿一下神韵，大家轻点喷哈哈哈哈,李如儒也是李蠕蠕,1192580,1289,4298,130912,5365,262,广东,1712572800,91,,BV1ip421y7UH
《瘦弱可爱的同学》,坤坤不会整活,892429,832,15499,113666,1598,3697,浙江,1712280808,116,11万点赞,BV1Jz421Z7tk
没想到这个视频我能出第二期,挪威老王,264457,659,1584,36341,1827,254,挪威,1712665688,191,,BV1x1421m7sd
广州最好吃的大排档！顶级锅气，每一道菜都精彩！,渣叔爱酒,565623,1321,11183,42595,13891,8178,广东,1712577453,397,,BV1VE421u7Fv
这消息可真消息啊,池野林Club,1477304,136,6804,129544,1392,5344,四川,1712584187,51,,BV131421m7kp
瑟莉姆还能更瑟吗？当然能！！！,我是老鱼哒,681220,629,17511,91547,1484,4797,辽宁,1712646000,41,8万点赞,BV1GC41157Kg
多尔衮演成二愣子和酒蒙子！《无限超越班》全员造孽,开心嘴炮,233003,2126,945,10884,950,695,湖北,1712716800,646,,BV14M4m1Q71e
我把《赤色要塞》重制成了高清次世代版,绝处逢生的赵大哥,774398,2807,9020,54239,39999,1548,江苏,1712489302,689,,BV1Em421E7RG
【开箱】提完小米SU7实在没绷住，剪了一期路人反应...,陈抱一,1313725,4713,6932,56463,15088,18791,湖北,1712546538,625,,BV15r421x7uV
5.20am，河南小伙点根烟唱起了从前,鬼叔黍,136801,369,1637,12294,5367,771,广东,1712718528,160,,BV1mm421779N
简简单单吃肉,敦煌老马-羊头,276173,453,1016,30081,551,654,甘肃,1712655296,136,,BV1wx421m7ev
经典《阎王点卯2.0》返场,悠悠球琛总,2035885,610,24195,314770,12626,14989,天津,1712402336,64,百万播放,BV1jx421S7h5
【奥特闲谈】副奥们：圆谷你欠我这的营养你拿什么还？！,在下三少啦,84295,750,1834,10854,1971,109,吉林,1712745000,816,,BV1dm411q7F9
把星铁做成国漫番剧！爆肝一月！星穹修仙传！第三集！,猹泡饭233,516328,1899,17070,63182,24314,2921,浙江,1712570400,465,,BV1sq421c7a8
练车噜,吃了个迟x,524786,397,20357,91793,2044,2960,云南,1712662411,33,9万点赞,BV1JC41157vJ
超顶！周深《月光》清唱版,酷狗音乐,322256,1243,8649,23985,8033,2729,北京,1712568653,239,,BV1BM4m197u1
脱贫第一步，对有钱人祛魅,平原小狐,470537,181,9747,22612,2313,821,浙江,1712571519,568,,BV19D421H76q
不装了！彻底摆烂！2024年1月新番完结吐槽！【泛式】,泛式,2322838,11645,58056,278792,137852,10572,上海,1712399848,685,,BV1ND421s7Wh
对轰世界波！皇马3:3曼城，福登、格瓦迪奥尔、巴尔韦德精彩世界波破门，B席任意球破门,友利Mori,219517,1201,796,7794,1149,979,北京,1712702268,468,,BV16p42197bN
菠神显胖是有原因的，她真的太有实力了！,菠萝赛东的亚洲猛男,1222744,388,2505,10354,567,313,江苏,1712556626,505,,BV1CH4y1T7Nz
此三杯非彼三杯，大会堂版的三杯鸡，为什么没有一滴酱油却酱香满满丨国宴三杯鸡,老饭骨,315257,1495,7484,16794,3814,1300,北京,1712656800,534,,BV1jD421s7QJ
20w买的国产皮卡，去越野居然….,Upspeed盛嘉成,238857,610,2103,13438,2966,1709,上海,1712570700,715,,BV18F4m1T789
天津9.9元包子自助，超大个包子，一个半斤重。你能吃几个？,橙飞一下,942762,3030,1737,41411,3942,2442,天津,1712577202,511,,BV11J4m1G7C7
（猫猫meme）成为智障老师以后被孤独症学生狂遛到开始怀疑人生,智障老师2ga,472588,741,13419,128160,21928,1623,江苏,1712551248,269,,BV18M4m1Q7us
上节目摆烂带娃，女儿哭了我也跟着哭【P4】,圆桌动漫,113633,601,2214,10167,2754,78,上海,1712742444,494,,BV1PE421u7cw
下次顺便假笑两声,魔法幼儿园u,1198804,287,9850,110273,690,1360,湖南,1712552435,23,百万播放,BV1TZ421q7Ey
馋懵了！吃！,张百乔,704235,329,2478,82283,712,992,辽宁,1712574000,225,,BV1BA4m1F76m
小强中午给媳妇做个炒面 配着牛肉火腿 看着就好吃,小强努力吃胖,283394,474,588,13463,3895,162,河南,1712484689,174,,BV1Kx421S7Jx
贝拉小朋友表现很勇敢，今天终于出院了,边牧陈贝拉,255292,360,775,33250,5373,618,浙江,1712666006,222,,BV1Zm411z76p
如果人类在宇宙中发现了比咱们更加落后的文明会怎样？,行者道荣,753720,3101,7066,47443,970,209,浙江,1712585780,241,,BV1Cz421k7tE
蛙蛙强上鳟鱼！！,维C动物园-,203468,444,1976,26840,890,1022,江西,1712666733,294,,BV1rJ4m1G7Nk
替大家试过了，这样转场真的绝,影石Insta360,3445775,835,19324,261822,1833,29128,广东,1712486725,21,百万播放,BV16M4m197mE
《你好暴雪，好久不见》,赤小兔TuTu,177422,679,700,6074,1559,488,江苏,1712712936,271,,BV1qZ421e71Z
猫猫meme版西游记,DY喵呀,732647,183,19984,107100,1505,6527,四川,1712628943,18,10万点赞,BV12D421W7Pm
直到死亡把我们分开,sunny_152,918987,183,30238,76023,24397,3049,广东,1712383975,80,7万点赞,BV17x421S7g4
要打，去练舞室打！,火龙-艾斯库尔,706081,1217,6095,59679,2104,6822,广东,1712504253,72,5万点赞,BV1JF4m1T71F
《老爹被以貌取人的老师当成了班级倒数第一的爹并被大骂了一顿》,霁明明明明,235427,219,2498,25260,1691,214,河南,1712591882,183,,BV1ZZ421e7W7
CCTV6评《你想活出怎样的人生》：宫崎骏永远在创作最后一部作品,央视网快看,240952,185,2384,7995,805,1493,,1712632602,441,,BV1jD421s7G3
我跟花儿一样，真的都会谢,在下铁头阿彪,161685,280,2441,24987,3065,296,四川,1712715000,180,,BV1rZ421e7F7
🪣：想我了吗，博士们？,寨子Jazz,90259,210,2403,12491,2372,424,山东,1712663303,573,,BV1fx4y1Y7Fy
唱歌像便秘,杨杏仁Aries,837973,231,25856,186749,5399,1715,湖北,1712486176,43,18万点赞,BV1Ax421S7hr
2天1晚穿越到一个还在用铜钱的古风小镇是什么体验？我在安徽铜陵发现了现实版桃花源…,宥宥不会喝酒,773719,445,43822,82968,3728,20785,江苏,1712488657,175,,BV18F4m1T7Z8
魔兽停服一年多讲了啥？30分钟看完：魔兽10.0版本全主线剧情！,泰莉亚子,80663,1552,1211,4554,3004,1020,上海,1712728800,2151,,BV1cp42197UH
背着狗子去生娃，三天后回到家，已经把主人给忘了！,哈仔十一,460491,2643,2744,50963,51575,317,湖南,1712642966,227,,BV1EJ4m1V7ND
真是服了这个脑洞！,木匠小强,2392009,422,8093,40925,734,1110,北京,1712570128,33,,BV1pm42177Gn
【摸王TV】MyGO篇 前辈请借力量一用！,zcy902,115087,731,4051,16100,7804,2775,广东,1712719800,165,,BV1fZ421e77K
少女侍寝有多可怕？觉醒or奴化，安陵容的“双重人格”,童大掌柜呢,44772,600,1210,4522,1897,188,河北,1712752200,1657,,BV1Rr421x72F
小时候那些觉得自己这辈子完了的时刻,房东的肥四四,500080,299,5415,63562,1583,874,辽宁,1712655427,48,6万点赞,BV1tA4m1F7HW
《惜花芷》：豪门破产后，我带全家走上致富之路,话很多的小姐姐们,295112,1781,1275,12618,1284,466,重庆,1712636403,733,,BV1Km41167VA
太子：“对面全被我杀光了！什么？NIKO去对面了？”,AYCS2,187395,140,807,12826,549,908,河北,1712705433,129,,BV1ME421u7rT
《抽完怎么感觉我身上好像少了什么东西》,梓宸爱公子,176183,453,2606,19805,1404,243,江西,1712661714,135,,BV1zH4y1T75u
缺金币的快进来学，木叶寿司店出初代的秘籍！,暴躁老哥艾火影,51544,223,1419,7869,5286,151,江苏,1712745449,272,,BV1vt421J7oj
是哪个大冤种买了“汇源香菜汁”？原来是我！！,姬一元,75986,503,1004,9958,4104,508,辽宁,1712739900,360,,BV1km42177Ue
《重生之我在霸总短剧里当保姆8》,七颗猩猩QKXX,3446149,4657,33201,324653,18692,12884,湖北,1712394898,201,,BV1uE42137Kr
【未公开花絮】青柳尊哉×村山优香 螺蛳粉初挑战！,青柳尊哉,162226,344,1788,11615,2166,381,日本,1712718000,521,,BV1ip421y7fB
富二代要吃顶配方便面，说预算没有上限，大厨:我好好给他上一课,草原二蛋,866141,935,1672,9681,535,313,内蒙古,1712570017,258,,BV1HF4m1T72j
我  们  是  冠  军,萝太永不破防,1287485,2444,19199,90016,7459,4663,福建,1712505366,835,,BV1qq421F7Nn
对话广州首位仰望车主：用心做好一件衬衫，然后年入10亿【寻找·仰望车主 老罗】,大象放映室,650916,271,1035,5664,997,502,北京,1712666988,1555,,BV1Wz421y7bb
⚡ 在 5:20 睡 觉 13:14 准 时 起 ！！⚡,学姐圆,5131726,3262,249771,487176,218500,64507,河南,1712376600,144,百万播放,BV1Mx4y1Y7pJ
挑战花光领导的所有工资！,阮阮是个天才7,407418,12685,19632,66485,48062,1180,上海,1712736922,1484,6万点赞,BV1o1421m7Kn
我服了！小米SU7这续航也太……,大鹏快开车,854598,7779,7941,71589,41542,8725,北京,1712710800,716,6万点赞,BV1Mx421S71B
河南省歌是什么梗【梗指南】,梗指南,818766,1756,5173,66142,1183,6460,江西,1712721900,145,6万点赞,BV1ED421s7wD
夜班为什么不拔智齿,铁蛋王先生,1222064,988,6782,120989,1435,1340,山东,1712655866,127,百万播放,BV1pz421y74k
中考完我走出了课堂，想去看看真正的世界～,不吃葱不吃香菜__,2761907,699,64320,349641,12071,8812,浙江,1712396190,50,百万播放,BV17C41157GF
男子尾随中国游客回家，遭2名警员开4枪击毙！EP325,细细的蓝线11,692091,11453,5248,44643,1508,2282,山东,1712718000,865,,BV16z421y7HK
终于来了！DC《小丑2》首曝预告，Lady Gaga版哈莉·奎茵登场！,乌鸦预告片,790314,2056,8389,43655,3526,34408,四川,1712711523,145,3万分享,BV1xZ421i7i5
大学生第一次出国，弟弟：下次可以不和3个姐姐出门吗？,超Carry的柴西,369280,1631,4520,16714,6067,1107,上海,1712739600,597,,BV1am41167pK
加拿大小伙住南昌9㎡：月租350元，苦读《红楼梦》,一条视频,649493,2782,22793,111733,19055,11843,安徽,1712625041,255,10万点赞,BV17m421E7Rt
《吗 喽》,张狗蛋eR,814779,545,20240,53322,25561,24373,河南,1712633400,268,5万点赞,BV15p42197gG
⚡我 在 5:20 睡 觉 13:14 准 时 起⚡,Rocker飞鹰,564174,653,18927,58578,31114,2389,上海,1712556000,113,5万点赞,BV1kz421y73L
七 年 之 痒,盗月社食遇记,1042842,7671,13241,91461,76018,1331,上海,1712655161,1670,9万点赞,BV18m411679g
真 · 保时捷平替，小米SU7~！,键盘车神教,1004307,4990,6084,51083,22279,11842,北京,1712551055,573,5万点赞,BV1J1421m791
【何同学】不用电，你能把一张A4纸扔多远？,老师好我叫何同学,3253433,8863,34815,254230,93857,8026,浙江,1712490129,626,百万播放,BV1cm42177xT
【猫meme】被班主任以为我家没钱没权和同学霸凌我三年后，土豪外婆大闹校长办公室砸碎一地（中）,没作业了叫我,608261,2694,18107,62457,14769,2962,四川,1712664404,404,6万点赞,BV1jE421u76R
半夜擦玻璃竟目睹杀人案现场？！,中国BOY超级大猩猩,238663,4631,7522,37076,14125,399,上海,1712741400,1068,很多人点赞,BV19F4m1K7yd
偷的是我家啊！,凶鸭栗,2062268,713,24656,264135,9919,7578,河北,1712659154,83,百万播放,BV1Bm421779V
"当意大利老爸知道,即将有个中国外孙时,会是什么反应?",路卡和瑞丽,240180,4093,2225,33839,28769,212,浙江,1712739600,539,,BV1TM4m1Q7V1
自从有了小孩，我的疑问不断。,papi酱,1363980,644,6713,170334,11187,7247,北京,1712656873,104,百万播放,BV1vH4y1T7Nd
早起整点包子面条流心蛋，吃完就晕碳！,小紧张的虫虫,284660,740,1532,22606,2895,467,浙江,1712742546,445,,BV14M4m197TV
阿奇误打误撞，竟然成功搞定了锅巴的配方,卡奇食品旗舰店,426442,91,2077,51357,710,156,浙江,1712571454,94,,BV14x4y1Y7Xs
我在韩国花7000租到了韩剧里韩国财阀的家,知名相声演员BBBBB大王,1098384,6912,9369,92412,30921,2815,韩国,1712664000,612,9万点赞,BV1EF4m1T78N
“我在5:20睡觉，下课铃响准时醒”,纽毕斯,1287575,621,52016,170825,76288,14977,山东,1712549100,104,百万播放,BV1ZF4m1K7qo
周杰伦全专辑精选无损音乐歌曲  Flac无损封装歌词版纯享【戴上耳机体验更佳】,故事的小黄瓜丶丶,108853,178,11456,6427,5577,520,广东,1712311235,32782,,BV1Zx421Q7au
终于帮“道上大哥”们办完事儿了，再次见到他们 我的待遇都不一样了,阳桃SunOfPeach,912292,1297,10531,76822,4999,2191,日本,1712657935,214,7万点赞,BV1Zm411z7GC
选秀，但秀女全是反贼,安提米苏,920186,1443,6591,42963,4228,6167,河南,1712298307,169,,BV1Mz421Z7NZ
《重生之我在娱乐圈文里当明星助理》,七颗猩猩QKXX,1398370,1432,6261,157186,4136,2404,湖北,1712655079,158,,BV1gz42117GC
🔥爷 在 5:20 睡 觉 13:14 准 时 起！🔥,星铁切莫Cc,222809,260,7631,19129,3912,679,浙江,1712655651,144,,BV1ur421x73J
别人只看到我喜欢黑丝，没人看到我压抑的人性,科幻小刚i,889183,1346,7239,74811,2570,7069,安徽,1712585376,108,7万点赞,BV1Ym42177by
明知山有虎,嘞是唐孃孃,1575342,244,15052,181471,1794,7947,重庆,1712663319,22,百万播放,BV1ax4y1Y7Zt
探秘水果界“流量密码”！网红蓬莱蕉居然有毒！,穿毛裤的小拉泽,260490,2661,1499,22529,3567,192,山东,1712739000,834,美食测评·人气飙升,BV14x4y1Y79n
我服了…班里的师生关系太乱了！,段炼丶Exercise,1256764,684,5789,153446,1230,1161,陕西,1712643020,139,,BV1np42197PV
开春了！小朋友们注意卫生！,脱缰凯Kk,1349951,2202,15184,151595,6922,1147,辽宁,1712653973,207,百万播放,BV12p421y71K
【猫meme】高中遇到流氓后我的炸弹妈妈和核弹哥哥,超级无敌土豆地雷,320374,457,5764,76916,1880,364,江苏,1712519338,203,7万点赞,BV1y1421m7sm
腼腆害羞内向社恐文静小女生,我叫D三一,1055883,1156,10745,107107,2211,12842,海南,1712664563,38,百万播放,BV1Gx421S7Bd
网易暴雪致玩家的一封信：这次，国服永不磨损！重铸血吼，补偿措施，账号数据问题解答,泰莉亚子,671735,3055,1144,10802,1516,4133,上海,1712715554,194,,BV12Z421i7Ap
芬兰家人第一次在海南狂吃脆皮烤乳猪海鲜大餐惊呼太香啦！横扫夜市买买买！离开中国最后一天感动流泪！,雨琪在芬兰,940193,9714,8627,91150,62927,725,芬兰,1712655210,1371,9万点赞,BV13x421S7re
当年觉得是“太土、太俗”的歌曲，现在网友表示：爷青回！太香了！！,怀旧歌单汇老歌尤盘,299005,3548,15922,23672,4989,2224,山东,1712494500,834,乐评盘点·人气飙升,BV1zr421x74d
《北极熊都能看懂的砂金攻略》,贪欲九头蛇_,403303,1623,4848,43556,4957,2667,山东,1712721600,522,手机游戏·人气飙升,BV1fF4m1K7g3
我和我前妻的男朋友互换配偶，同时也和前妻互换了配偶？【法律连麦】,第七翼刀,592428,5434,8130,51389,1559,24237,北京,1712656800,528,5万点赞,BV1Ax4y1e7GE
成都深夜街边的爆辣铁板烧，还炒了满满两大盘饭，夜宵满足了！,方芳的快乐生活,213488,900,1250,16610,4032,335,吉林,1712743706,570,美食侦探·人气飙升,BV1DJ4m1G7nK
暴雪国服确定回归！网易代理，账号数据全部都在！,夏一可,504940,2675,2494,24956,9201,6533,上海,1712716377,280,,BV1Zx4y1Y7c1
"【明日方舟】你ALL\ALL\ALL\,最后lose光光",彳文xow,520933,476,34451,89840,44945,8445,浙江,1712623500,117,8万点赞,BV1YZ421e7BB
